user_id,workspace_id,role,created_at,is_deleted
u_00292,ws_0029,paralegal,2026-03-07T00:00:00+00:00,false
u_00228,ws_0024,paralegal,2025-02-19T00:00:00+00:00,false
u_00181,ws_0020,paralegal,2025-03-26T00:00:00+00:00,false
u_00017,ws_0005,paralegal,2025-01-03T00:00:00+00:00,false
u_00136,ws_0018,in_house_counsel,2024-11-23T00:00:00+00:00,false
u_00102,ws_0017,associate,2025-08-13T00:00:00+00:00,false
u_00552,ws_0067,in_house_counsel,2025-08-23T00:00:00+00:00,false
u_00386,ws_0041,partner,2024-11-26T00:00:00+00:00,false
u_00305,ws_0031,partner,2026-02-01T00:00:00+00:00,false
u_00224,ws_0024,partner,2026-03-04T00:00:00+00:00,false
u_00183,ws_0020,partner,2026-02-08T00:00:00+00:00,false
u_00103,ws_0017,associate,2024-12-21T00:00:00+00:00,false
u_00376,ws_0039,partner,2024-12-30T00:00:00+00:00,false
u_00297,ws_0029,associate,2025-04-14T00:00:00+00:00,false
u_00492,ws_0060,associate,2025-11-30T00:00:00+00:00,true
u_00565,ws_0069,associate,2025-05-16T00:00:00+00:00,false
u_00012,ws_0004,paralegal,2026-03-25T00:00:00+00:00,false
u_00131,ws_0018,paralegal,2025-09-29T00:00:00+00:00,false
u_00534,ws_0066,partner,2024-12-22T00:00:00+00:00,true
u_00473,ws_0054,associate,2025-02-23T00:00:00+00:00,false
u_00582,ws_0071,partner,2025-08-27T00:00:00+00:00,false
u_00627,ws_0075,associate,2025-12-31T00:00:00+00:00,false
u_00516,ws_0063,associate,2024-11-21T00:00:00+00:00,false
u_00587,ws_0071,paralegal,2024-12-05T00:00:00+00:00,false
u_00055,ws_0008,partner,2025-07-01T00:00:00+00:00,false
u_00010,ws_0003,associate,2025-02-27T00:00:00+00:00,false
u_00246,ws_0026,partner,2025-01-15T00:00:00+00:00,false
u_00352,ws_0036,in_house_counsel,2025-01-13T00:00:00+00:00,false
u_00247,ws_0026,associate,2025-12-29T00:00:00+00:00,false
u_00155,ws_0019,in_house_counsel,2025-08-17T00:00:00+00:00,false
u_00389,ws_0041,in_house_counsel,2025-10-17T00:00:00+00:00,false
u_00601,ws_0072,associate,2025-08-13T00:00:00+00:00,false
u_00594,ws_0071,partner,2025-02-22T00:00:00+00:00,true
u_00485,ws_0058,paralegal,2025-11-21T00:00:00+00:00,false
u_00514,ws_0061,associate,2026-04-08T00:00:00+00:00,false
u_00318,ws_0033,associate,2025-05-03T00:00:00+00:00,false
u_00622,ws_0074,in_house_counsel,2025-02-01T00:00:00+00:00,false
u_00372,ws_0036,associate,2025-04-02T00:00:00+00:00,false
u_00538,ws_0066,in_house_counsel,2025-03-31T00:00:00+00:00,false
u_00174,ws_0020,partner,2024-11-21T00:00:00+00:00,false
u_00682,ws_0077,paralegal,2025-10-10T00:00:00+00:00,false
u_00663,ws_0077,partner,2025-09-04T00:00:00+00:00,false
u_00354,ws_0036,associate,2025-08-21T00:00:00+00:00,false
u_00365,ws_0036,partner,2024-11-08T00:00:00+00:00,false
u_00606,ws_0072,paralegal,2025-05-15T00:00:00+00:00,false
u_00404,ws_0041,associate,2025-12-20T00:00:00+00:00,false
u_00573,ws_0071,paralegal,2025-08-14T00:00:00+00:00,false
u_00235,ws_0025,paralegal,2026-01-16T00:00:00+00:00,false
u_00250,ws_0026,associate,2026-03-19T00:00:00+00:00,false
u_00585,ws_0071,paralegal,2024-12-03T00:00:00+00:00,false
u_00237,ws_0025,associate,2025-12-12T00:00:00+00:00,false
u_00069,ws_0010,associate,2025-01-02T00:00:00+00:00,false
u_00619,ws_0074,paralegal,2025-03-09T00:00:00+00:00,false
u_00081,ws_0013,partner,2025-06-04T00:00:00+00:00,false
u_00658,ws_0076,paralegal,2025-04-16T00:00:00+00:00,false
u_00185,ws_0020,paralegal,2025-01-30T00:00:00+00:00,false
u_00293,ws_0029,associate,2026-01-30T00:00:00+00:00,false
u_00066,ws_0010,associate,2025-11-01T00:00:00+00:00,false
u_00249,ws_0026,in_house_counsel,2024-11-02T00:00:00+00:00,false
u_00525,ws_0064,in_house_counsel,2025-09-24T00:00:00+00:00,false
u_00341,ws_0035,associate,2025-01-20T00:00:00+00:00,false
u_00515,ws_0062,associate,2024-12-29T00:00:00+00:00,false
u_00443,ws_0043,partner,2025-03-22T00:00:00+00:00,false
u_00204,ws_0020,associate,2025-04-24T00:00:00+00:00,false
u_00419,ws_0041,associate,2026-02-03T00:00:00+00:00,false
u_00240,ws_0025,partner,2026-04-17T00:00:00+00:00,false
u_00019,ws_0005,associate,2025-03-07T00:00:00+00:00,false
u_00100,ws_0017,associate,2024-12-18T00:00:00+00:00,false
u_00657,ws_0076,associate,2025-02-15T00:00:00+00:00,false
u_00558,ws_0067,associate,2024-11-28T00:00:00+00:00,true
u_00576,ws_0071,associate,2025-04-17T00:00:00+00:00,false
u_00024,ws_0005,associate,2025-05-01T00:00:00+00:00,false
u_00148,ws_0019,associate,2025-05-23T00:00:00+00:00,false
u_00021,ws_0005,associate,2025-05-15T00:00:00+00:00,false
u_00659,ws_0076,paralegal,2026-01-22T00:00:00+00:00,false
u_00483,ws_0057,associate,2025-07-13T00:00:00+00:00,false
u_00520,ws_0064,associate,2025-02-18T00:00:00+00:00,false
u_00434,ws_0041,partner,2025-06-27T00:00:00+00:00,false
u_00413,ws_0041,paralegal,2025-08-20T00:00:00+00:00,false
u_00539,ws_0066,in_house_counsel,2025-12-04T00:00:00+00:00,false
u_00455,ws_0048,paralegal,2025-07-07T00:00:00+00:00,false
u_00011,ws_0003,paralegal,2025-08-20T00:00:00+00:00,false
u_00262,ws_0028,partner,2026-01-11T00:00:00+00:00,false
u_00430,ws_0041,associate,2025-05-09T00:00:00+00:00,false
u_00182,ws_0020,associate,2024-12-06T00:00:00+00:00,false
u_00394,ws_0041,associate,2026-02-20T00:00:00+00:00,false
u_00431,ws_0041,associate,2026-03-21T00:00:00+00:00,false
u_00614,ws_0074,associate,2025-08-16T00:00:00+00:00,false
u_00107,ws_0017,paralegal,2025-10-12T00:00:00+00:00,false
u_00458,ws_0049,associate,2025-04-10T00:00:00+00:00,false
u_00524,ws_0064,associate,2026-02-15T00:00:00+00:00,false
u_00387,ws_0041,paralegal,2025-07-20T00:00:00+00:00,false
u_00479,ws_0056,paralegal,2025-07-23T00:00:00+00:00,false
u_00493,ws_0060,associate,2025-11-09T00:00:00+00:00,false
u_00633,ws_0076,associate,2026-01-23T00:00:00+00:00,false
u_00294,ws_0029,associate,2025-03-01T00:00:00+00:00,false
u_00409,ws_0041,paralegal,2025-05-27T00:00:00+00:00,false
u_00168,ws_0020,associate,2025-03-29T00:00:00+00:00,false
u_00343,ws_0035,associate,2024-12-25T00:00:00+00:00,false
u_00505,ws_0061,partner,2025-12-25T00:00:00+00:00,false
u_00395,ws_0041,associate,2025-04-12T00:00:00+00:00,false
u_00252,ws_0026,partner,2025-01-20T00:00:00+00:00,false
u_00686,ws_0079,paralegal,2025-06-19T00:00:00+00:00,false
u_00276,ws_0029,paralegal,2026-03-19T00:00:00+00:00,false
u_00390,ws_0041,associate,2026-01-28T00:00:00+00:00,false
u_00408,ws_0041,paralegal,2025-01-19T00:00:00+00:00,false
u_00649,ws_0076,in_house_counsel,2025-09-27T00:00:00+00:00,false
u_00584,ws_0071,in_house_counsel,2025-05-09T00:00:00+00:00,false
u_00285,ws_0029,associate,2025-09-06T00:00:00+00:00,false
u_00350,ws_0036,paralegal,2025-07-14T00:00:00+00:00,false
u_00589,ws_0071,paralegal,2026-02-02T00:00:00+00:00,false
u_00038,ws_0005,paralegal,2025-10-28T00:00:00+00:00,false
u_00243,ws_0026,paralegal,2025-08-19T00:00:00+00:00,false
u_00371,ws_0036,associate,2024-12-24T00:00:00+00:00,true
u_00194,ws_0020,partner,2024-12-29T00:00:00+00:00,false
u_00308,ws_0031,paralegal,2025-05-24T00:00:00+00:00,false
u_00632,ws_0076,paralegal,2025-03-21T00:00:00+00:00,true
u_00546,ws_0067,partner,2025-12-25T00:00:00+00:00,true
u_00050,ws_0008,paralegal,2024-11-19T00:00:00+00:00,false
u_00388,ws_0041,paralegal,2026-01-29T00:00:00+00:00,false
u_00400,ws_0041,associate,2025-04-05T00:00:00+00:00,false
u_00429,ws_0041,partner,2025-11-13T00:00:00+00:00,false
u_00406,ws_0041,associate,2024-12-03T00:00:00+00:00,false
u_00251,ws_0026,associate,2025-03-04T00:00:00+00:00,false
u_00118,ws_0017,partner,2024-12-02T00:00:00+00:00,false
u_00062,ws_0008,in_house_counsel,2025-06-18T00:00:00+00:00,false
u_00266,ws_0029,paralegal,2025-06-29T00:00:00+00:00,false
u_00189,ws_0020,associate,2025-08-12T00:00:00+00:00,false
u_00603,ws_0072,paralegal,2026-03-18T00:00:00+00:00,false
u_00464,ws_0051,associate,2024-11-14T00:00:00+00:00,false
u_00258,ws_0027,paralegal,2025-02-20T00:00:00+00:00,false
u_00074,ws_0010,partner,2025-04-26T00:00:00+00:00,false
u_00441,ws_0043,partner,2025-08-15T00:00:00+00:00,false
u_00094,ws_0017,associate,2025-05-10T00:00:00+00:00,true
u_00554,ws_0067,paralegal,2025-05-26T00:00:00+00:00,false
u_00289,ws_0029,paralegal,2025-10-22T00:00:00+00:00,false
u_00676,ws_0077,in_house_counsel,2025-08-25T00:00:00+00:00,false
u_00509,ws_0061,paralegal,2025-02-28T00:00:00+00:00,false
u_00347,ws_0036,partner,2024-12-13T00:00:00+00:00,false
u_00159,ws_0019,paralegal,2024-11-14T00:00:00+00:00,false
u_00679,ws_0077,paralegal,2025-01-14T00:00:00+00:00,false
u_00238,ws_0025,associate,2025-09-19T00:00:00+00:00,false
u_00564,ws_0069,associate,2025-12-03T00:00:00+00:00,false
u_00362,ws_0036,associate,2025-06-15T00:00:00+00:00,false
u_00566,ws_0069,in_house_counsel,2025-04-05T00:00:00+00:00,false
u_00358,ws_0036,associate,2025-11-28T00:00:00+00:00,false
u_00278,ws_0029,associate,2025-04-06T00:00:00+00:00,false
u_00026,ws_0005,paralegal,2025-10-07T00:00:00+00:00,false
u_00257,ws_0027,partner,2025-09-11T00:00:00+00:00,false
u_00533,ws_0066,paralegal,2026-02-17T00:00:00+00:00,false
u_00357,ws_0036,partner,2025-06-30T00:00:00+00:00,false
u_00641,ws_0076,partner,2025-03-10T00:00:00+00:00,false
u_00580,ws_0071,associate,2025-09-05T00:00:00+00:00,false
u_00163,ws_0020,paralegal,2025-02-19T00:00:00+00:00,false
u_00213,ws_0021,paralegal,2024-12-12T00:00:00+00:00,false
u_00643,ws_0076,associate,2025-12-01T00:00:00+00:00,false
u_00164,ws_0020,paralegal,2025-07-20T00:00:00+00:00,false
u_00114,ws_0017,partner,2024-12-03T00:00:00+00:00,false
u_00600,ws_0072,associate,2025-04-02T00:00:00+00:00,false
u_00018,ws_0005,paralegal,2025-08-29T00:00:00+00:00,false
u_00091,ws_0017,paralegal,2025-07-19T00:00:00+00:00,false
u_00076,ws_0010,in_house_counsel,2025-09-27T00:00:00+00:00,false
u_00612,ws_0073,paralegal,2026-04-03T00:00:00+00:00,false
u_00186,ws_0020,paralegal,2026-01-07T00:00:00+00:00,false
u_00381,ws_0041,paralegal,2025-10-06T00:00:00+00:00,false
u_00023,ws_0005,in_house_counsel,2025-07-22T00:00:00+00:00,true
u_00336,ws_0035,associate,2024-10-27T00:00:00+00:00,true
u_00325,ws_0033,associate,2025-03-20T00:00:00+00:00,false
u_00022,ws_0005,partner,2025-07-26T00:00:00+00:00,false
u_00001,ws_0001,associate,2026-02-26T00:00:00+00:00,false
u_00410,ws_0041,paralegal,2025-06-26T00:00:00+00:00,false
u_00621,ws_0074,associate,2025-08-29T00:00:00+00:00,false
u_00333,ws_0035,associate,2024-12-08T00:00:00+00:00,false
u_00477,ws_0056,in_house_counsel,2025-01-04T00:00:00+00:00,false
u_00130,ws_0018,associate,2025-08-23T00:00:00+00:00,false
u_00080,ws_0013,partner,2025-06-05T00:00:00+00:00,false
u_00475,ws_0055,paralegal,2026-02-15T00:00:00+00:00,false
u_00316,ws_0033,paralegal,2025-10-09T00:00:00+00:00,false
u_00541,ws_0066,associate,2025-12-10T00:00:00+00:00,false
u_00677,ws_0077,associate,2025-10-11T00:00:00+00:00,false
u_00342,ws_0035,paralegal,2025-01-15T00:00:00+00:00,false
u_00391,ws_0041,associate,2025-01-18T00:00:00+00:00,false
u_00446,ws_0044,associate,2024-11-25T00:00:00+00:00,false
u_00233,ws_0025,in_house_counsel,2025-04-17T00:00:00+00:00,false
u_00368,ws_0036,partner,2026-01-22T00:00:00+00:00,false
u_00502,ws_0061,associate,2025-01-09T00:00:00+00:00,false
u_00630,ws_0076,associate,2026-01-04T00:00:00+00:00,true
u_00618,ws_0074,associate,2026-02-01T00:00:00+00:00,false
u_00032,ws_0005,associate,2025-06-21T00:00:00+00:00,false
u_00268,ws_0029,associate,2025-09-02T00:00:00+00:00,false
u_00651,ws_0076,associate,2025-09-17T00:00:00+00:00,false
u_00671,ws_0077,associate,2025-05-28T00:00:00+00:00,false
u_00640,ws_0076,partner,2025-12-31T00:00:00+00:00,false
u_00015,ws_0004,paralegal,2025-12-30T00:00:00+00:00,false
u_00638,ws_0076,associate,2026-01-31T00:00:00+00:00,false
u_orphan_0,ws_9000,associate,2026-03-21T00:00:00+00:00,false
u_00631,ws_0076,associate,2026-01-14T00:00:00+00:00,false
u_00670,ws_0077,associate,2026-01-10T00:00:00+00:00,false
u_00085,ws_0015,associate,2026-03-08T00:00:00+00:00,false
u_00132,ws_0018,associate,2025-11-18T00:00:00+00:00,false
u_00264,ws_0029,associate,2025-05-17T00:00:00+00:00,false
u_00267,ws_0029,associate,2024-11-16T00:00:00+00:00,false
u_00665,ws_0077,associate,2024-11-23T00:00:00+00:00,false
u_00254,ws_0027,associate,2025-05-22T00:00:00+00:00,false
u_00083,ws_0014,associate,2025-08-14T00:00:00+00:00,false
u_00005,ws_0003,partner,2025-11-18T00:00:00+00:00,false
u_00472,ws_0054,associate,2025-02-15T00:00:00+00:00,false
u_00672,ws_0077,partner,2025-12-23T00:00:00+00:00,true
u_00490,ws_0060,associate,2025-08-31T00:00:00+00:00,false
u_orphan_2,ws_9002,associate,2026-03-21T00:00:00+00:00,false
u_00340,ws_0035,partner,2025-04-11T00:00:00+00:00,false
u_00028,ws_0005,paralegal,2025-09-30T00:00:00+00:00,false
u_00420,ws_0041,associate,2025-05-02T00:00:00+00:00,false
u_00313,ws_0032,paralegal,2026-01-17T00:00:00+00:00,false
u_00232,ws_0025,partner,2025-04-08T00:00:00+00:00,false
u_00059,ws_0008,associate,2026-02-15T00:00:00+00:00,false
u_00222,ws_0024,associate,2026-02-14T00:00:00+00:00,false
u_00442,ws_0043,associate,2025-08-09T00:00:00+00:00,false
u_00125,ws_0018,associate,2025-09-15T00:00:00+00:00,false
u_00029,ws_0005,partner,2025-05-16T00:00:00+00:00,false
u_00570,ws_0071,paralegal,2025-05-14T00:00:00+00:00,false
u_00549,ws_0067,associate,2026-03-01T00:00:00+00:00,false
u_00417,ws_0041,paralegal,2024-12-15T00:00:00+00:00,false
u_00608,ws_0072,in_house_counsel,2025-08-27T00:00:00+00:00,false
u_00572,ws_0071,in_house_counsel,2025-12-20T00:00:00+00:00,false
u_00457,ws_0048,partner,2025-04-02T00:00:00+00:00,false
u_00324,ws_0033,associate,2026-02-11T00:00:00+00:00,false
u_00378,ws_0040,associate,2025-09-27T00:00:00+00:00,false
u_00548,ws_0067,partner,2026-03-16T00:00:00+00:00,false
u_00167,ws_0020,associate,2024-12-10T00:00:00+00:00,false
u_00363,ws_0036,associate,2025-01-06T00:00:00+00:00,false
u_00079,ws_0013,partner,2025-12-23T00:00:00+00:00,false
u_00611,ws_0073,associate,2026-03-17T00:00:00+00:00,false
u_00261,ws_0028,associate,2026-01-16T00:00:00+00:00,false
u_00040,ws_0005,in_house_counsel,2025-08-22T00:00:00+00:00,false
u_00158,ws_0019,partner,2025-11-13T00:00:00+00:00,false
u_00361,ws_0036,associate,2025-02-10T00:00:00+00:00,false
u_00596,ws_0071,associate,2024-11-21T00:00:00+00:00,false
u_00078,ws_0012,associate,2025-07-31T00:00:00+00:00,false
u_00528,ws_0065,associate,2024-11-13T00:00:00+00:00,false
u_00567,ws_0069,paralegal,2025-10-06T00:00:00+00:00,false
u_00543,ws_0067,in_house_counsel,2024-12-31T00:00:00+00:00,false
u_00327,ws_0034,associate,2025-03-14T00:00:00+00:00,false
u_00616,ws_0074,paralegal,2026-01-29T00:00:00+00:00,false
u_00205,ws_0020,partner,2025-08-06T00:00:00+00:00,false
u_00591,ws_0071,paralegal,2025-08-26T00:00:00+00:00,false
u_00488,ws_0060,associate,2025-07-15T00:00:00+00:00,false
u_00212,ws_0021,in_house_counsel,2025-11-02T00:00:00+00:00,false
u_00518,ws_0063,associate,2025-06-21T00:00:00+00:00,false
u_00364,ws_0036,paralegal,2024-11-24T00:00:00+00:00,false
u_00474,ws_0055,associate,2024-12-23T00:00:00+00:00,false
u_00146,ws_0018,associate,2025-06-28T00:00:00+00:00,false
u_00259,ws_0028,partner,2025-02-06T00:00:00+00:00,false
u_00203,ws_0020,paralegal,2025-06-30T00:00:00+00:00,false
u_00030,ws_0005,associate,2025-12-13T00:00:00+00:00,false
u_00020,ws_0005,paralegal,2025-07-08T00:00:00+00:00,false
u_00110,ws_0017,in_house_counsel,2025-10-03T00:00:00+00:00,false
u_00134,ws_0018,paralegal,2025-06-28T00:00:00+00:00,false
u_00007,ws_0003,partner,2025-04-11T00:00:00+00:00,false
u_00034,ws_0005,in_house_counsel,2025-06-15T00:00:00+00:00,false
u_00300,ws_0031,paralegal,2026-01-31T00:00:00+00:00,false
u_00008,ws_0003,paralegal,2026-03-10T00:00:00+00:00,false
u_00037,ws_0005,associate,2025-09-13T00:00:00+00:00,false
u_00241,ws_0026,associate,2025-10-23T00:00:00+00:00,false
u_00088,ws_0016,in_house_counsel,2025-01-04T00:00:00+00:00,false
u_00349,ws_0036,associate,2025-12-13T00:00:00+00:00,false
u_00279,ws_0029,associate,2026-01-23T00:00:00+00:00,false
u_00681,ws_0077,paralegal,2026-02-14T00:00:00+00:00,false
u_00215,ws_0021,associate,2026-02-01T00:00:00+00:00,false
u_00291,ws_0029,paralegal,2025-04-22T00:00:00+00:00,false
u_00198,ws_0020,associate,2025-03-22T00:00:00+00:00,false
u_00486,ws_0058,associate,2026-01-29T00:00:00+00:00,false
u_00522,ws_0064,associate,2026-01-26T00:00:00+00:00,false
u_00184,ws_0020,associate,2025-06-29T00:00:00+00:00,false
u_00006,ws_0003,paralegal,2025-11-19T00:00:00+00:00,false
u_00270,ws_0029,associate,2025-08-31T00:00:00+00:00,false
u_00484,ws_0057,associate,2025-03-27T00:00:00+00:00,false
u_00609,ws_0072,paralegal,2024-12-19T00:00:00+00:00,false
u_00326,ws_0033,paralegal,2025-11-17T00:00:00+00:00,false
u_00574,ws_0071,paralegal,2025-03-09T00:00:00+00:00,false
u_00123,ws_0018,associate,2025-02-04T00:00:00+00:00,false
u_00057,ws_0008,associate,2025-11-14T00:00:00+00:00,false
u_00197,ws_0020,associate,2025-08-06T00:00:00+00:00,false
u_00571,ws_0071,in_house_counsel,2025-09-15T00:00:00+00:00,false
u_00122,ws_0018,associate,2025-01-21T00:00:00+00:00,false
u_00401,ws_0041,paralegal,2025-11-30T00:00:00+00:00,false
u_00027,ws_0005,paralegal,2026-04-18T00:00:00+00:00,false
u_00427,ws_0041,associate,2025-07-12T00:00:00+00:00,false
u_00151,ws_0019,partner,2025-04-14T00:00:00+00:00,false
u_00200,ws_0020,associate,2025-06-21T00:00:00+00:00,true
u_00680,ws_0077,associate,2025-09-12T00:00:00+00:00,false
u_00096,ws_0017,associate,2025-07-29T00:00:00+00:00,false
