event_id,user_id,workspace_id,module_tag,response_latency_ms,response_tokens,retrieved_chunks,is_cached,created_at
ev_cd9dd98cd9e049e8,u_00181,ws_0020,civile,1473,740,5,false,2026-02-26T14:59:58.502862+00:00
ev_242bab4b70644df8,u_00565,ws_0069,penale,5712,2255,5,false,2026-03-01T18:36:58.639778+00:00
ev_94a6dff1df564ad0,u_00235,ws_0025,civile,1231,253,5,false,2026-04-05T06:40:16.384537+00:00
ev_589323c174424d20,u_00539,ws_0066,civile,2765,1316,3,false,2026-02-12T23:52:05.320670+00:00
ev_a36d8f9673bd4f9e,u_00323,ws_0033,penale,3826,1540,4,false,2026-02-21T16:47:29.365617+00:00
ev_e61d5b5bd5e34195,u_00562,ws_0068,societario,3539,1445,4,false,2026-03-11T23:30:53.301720+00:00
ev_bbdc9fc9a0fb4793,u_00278,ws_0029,lavoro,3871,1646,5,false,2026-02-04T13:06:35.691268+00:00
ev_fa95dc635dd04f23,u_00333,ws_0035,civile,1440,513,6,false,2026-03-11T11:09:21.381634+00:00
ev_2d41a65227cc4081,u_00176,ws_0020,civile,4550,1845,3,false,2026-02-17T00:13:01.358634+00:00
ev_6494eb594be04805,u_00661,ws_0077,tributario,5875,2312,7,false,2026-02-22T06:17:14.841751+00:00
ev_9122e209aaf44912,u_00464,ws_0051,civile,3466,1392,6,false,2026-04-05T06:31:45.302027+00:00
ev_0305d43a7d8f4fd2,u_00155,ws_0019,SOCIETARIO,3801,1477,8,false,2026-02-15T18:16:59.052896+00:00
ev_0ece751c43e04d14,u_00300,ws_0031,lavoro,1783,619,3,false,2026-03-12T23:21:52.890132+00:00
ev_bbf65130932345ae,u_00414,ws_0041,civile,2031,1109,8,false,2026-02-11T07:46:36.368416+00:00
ev_8587c13ac5c44fc1,u_00191,ws_0020,civile,1767,714,5,false,2026-03-01T07:25:58.173730+00:00
ev_edb6462ffba04647,u_00143,ws_0018,lavoro,3406,1339,3,false,2026-03-23T22:13:12.240245+00:00
ev_c259810a418642a6,u_00263,ws_0029,societario,1932,707,7,false,2026-03-31T19:21:51.729859+00:00
ev_47e592d9de8c4d68,u_00239,ws_0025,lavoro,3350,1299,5,false,2026-02-24T01:24:47.849915+00:00
ev_17971f0581b54859,u_00324,ws_0033,penale,4141,1661,6,false,2026-02-15T16:10:53.918497+00:00
ev_502b3abaddbc419d,u_00202,ws_0020,societario,1673,849,6,false,2026-02-18T03:40:12.371117+00:00
ev_5a2503c2980043d5,u_00432,ws_0041,amministrativo,175,80,5,true,2026-03-13T18:49:22.644916+00:00
ev_0d7dbe76a9d84e31,u_00179,ws_0020,penale,148,104,9,true,2026-02-25T16:17:54.531575+00:00
ev_6d03e630daa24ad1,u_00114,ws_0017,societario,3090,1178,5,false,2026-03-01T00:11:03.620996+00:00
ev_e803bf839339420d,u_00361,ws_0036,civile,2342,1075,7,false,2026-02-02T03:39:08.932119+00:00
ev_e3ca27edb56a4161,u_00007,ws_0003,civile,1719,568,4,false,2026-02-09T02:21:37.667537+00:00
ev_60bb01d8548f42ae,u_00101,ws_0017,penale,4427,1721,6,false,2026-03-29T07:32:50.005800+00:00
ev_e7dcabf70ee046d3,u_00513,ws_0061,tributario,2801,1129,2,false,2026-02-17T08:18:28.248643+00:00
ev_05a77bff96914dc7,u_00662,ws_0077,lavoro,3314,1274,6,false,2026-03-13T22:40:01.401294+00:00
ev_93609ebf57754af9,u_00159,ws_0019,lavoro,4567,1986,4,false,2026-02-22T02:28:39.775809+00:00
ev_1cec4c0fa522495c,u_00613,ws_0074,lavoro,3702,1546,2,false,2026-02-04T04:06:27.612601+00:00
ev_7d423c33a10a4d32,u_00151,ws_0019,penale,2017,833,7,false,2026-03-06T08:00:37.010279+00:00
ev_f4014ea7ec2c404a,u_00117,ws_0017,lavoro,2587,973,5,false,2026-03-21T16:16:33.051058+00:00
ev_c7bdb4a8ed29493d,u_00641,ws_0076,penale,123,20,7,true,2026-02-24T12:35:20.857387+00:00
ev_2f25a7d5434d4911,u_00372,ws_0036,civile,2940,906,5,false,2026-03-08T05:16:15.672348+00:00
ev_2cec60dea65845d3,u_00142,ws_0018,civile,2567,973,8,false,2026-03-10T15:46:15.253227+00:00
ev_2c5ff13ec3eb4f4a,u_00635,ws_0076,lavoro,4374,1721,4,false,2026-04-05T02:42:12.513996+00:00
ev_0566de90ed484d43,u_00181,ws_0020,lavoro,4400,1842,9,false,2026-03-13T16:28:25.574469+00:00
ev_de4e5c95d8464bd7,u_00177,ws_0020,civile,133,20,8,true,2026-03-06T00:03:55.410481+00:00
ev_3129b5551cd84b0c,u_00261,ws_0028,civile,4520,1928,6,false,2026-02-20T12:16:20.595897+00:00
ev_6088b5f3e8304458,u_00424,ws_0041,societario,3121,1187,3,false,2026-04-19T12:15:59.863848+00:00
ev_bda1dad59b5b46cc,u_00296,ws_0029,civile,3224,1351,6,false,2026-03-27T16:52:50.119750+00:00
ev_e1fd355c16bd4670,u_00563,ws_0068,amministrativo,2864,1348,6,false,2026-03-15T00:55:31.675599+00:00
ev_bd752fcbc2404b6b,u_00137,ws_0018,civile,2692,859,2,false,2026-02-09T09:33:38.161538+00:00
ev_94654f91d37b486f,u_00366,ws_0036,civile,3930,1336,6,false,2026-02-25T15:45:07.242968+00:00
ev_e3250b1231454837,u_00096,ws_0017,civile,193,20,7,true,2026-03-19T04:30:52.071416+00:00
ev_75dbf936b3f440f5,u_00432,ws_0041,lavoro,1706,661,8,false,2026-03-13T21:13:01.268519+00:00
ev_cd66a2808d274d76,u_00092,ws_0017,penale,109,20,8,true,2026-02-16T16:50:17.887632+00:00
ev_4a2dcf6f8f3c4542,u_00420,ws_0041,societario,3727,1637,9,false,2026-03-02T23:54:35.985843+00:00
ev_18fe3fe2ba734e24,u_00161,ws_0019,civile,4082,1563,7,false,2026-02-23T02:46:52.813171+00:00
ev_0fab5a706cdb43b4,u_00438,ws_0043,lavoro,3498,1411,5,false,2026-02-27T22:46:37.440848+00:00
ev_c04580e613714e2c,u_00624,ws_0074,civile,3371,1431,1,false,2026-02-21T17:43:00.604866+00:00
ev_13e077a637ff4fc9,u_00352,ws_0036,civile,5446,2198,5,false,2026-04-03T15:27:30.252611+00:00
ev_32774870f0904f23,u_00413,ws_0041,civile,3068,1308,5,false,2026-03-06T15:06:19.878910+00:00
ev_685d798568e24adc,u_00556,ws_0067,tributario,4773,1859,6,false,2026-03-22T07:29:08.512410+00:00
ev_0cb670d32b274a93,u_00038,ws_0005,civile,2962,1106,9,false,2026-04-08T23:19:24.701532+00:00
ev_8b3af82298ad41d4,u_00637,ws_0076,tributario,187,70,6,true,2026-04-15T10:50:04.383057+00:00
ev_2aeb4907d1654c0f,u_00598,ws_0072,lavoro,4585,1667,5,false,2026-02-28T02:38:31.724239+00:00
ev_38339cd4b9f749da,u_00293,ws_0029,civile,68,20,4,true,2026-03-11T14:45:04.481938+00:00
ev_97a1e48c0cd84e0d,u_00325,ws_0033,civile,2483,856,7,false,2026-02-28T10:41:30.848686+00:00
ev_6adc05286ee44068,u_00284,ws_0029,civile,2093,894,4,false,2026-02-22T12:30:23.461900+00:00
ev_92b2975a7df14157,u_00130,ws_0018,societario,131,37,8,true,2026-04-03T22:31:09.464855+00:00
ev_e8373e207d114347,u_00555,ws_0067,societario,2320,929,6,false,2026-03-29T19:43:55.152834+00:00
ev_af11dce515a04e1f,u_00595,ws_0071,tributario,3775,1683,6,false,2026-02-16T15:16:36.412317+00:00
ev_18c3c6ed03924e17,u_00549,ws_0067,civile,3286,1324,5,false,2026-03-06T01:59:58.190969+00:00
ev_49a1210acce047fc,u_00281,ws_0029,civile,300,125,6,false,2026-03-16T23:36:09.068877+00:00
ev_2bf797fc3a384d51,u_00494,ws_0060,civile,2691,1127,5,false,2026-02-13T17:53:45.357870+00:00
ev_3620e9eaf2164618,u_00121,ws_0018,civile,4282,1646,5,false,2026-02-23T04:56:29.366478+00:00
ev_ad0ce16217494644,u_00599,ws_0072,civile,178,166,5,true,2026-03-24T15:20:03.077129+00:00
ev_ec1c4122569d4f7b,u_00380,ws_0041,civile,4745,1838,4,false,2026-02-14T08:38:29.075392+00:00
ev_1503779a02f84211,u_00503,ws_0061,civile,347,72,8,false,2026-04-02T23:46:02.193470+00:00
ev_c79abca635a9487f,u_00257,ws_0027,penale,2529,1113,5,false,2026-03-10T07:10:00.435477+00:00
ev_e2ab537afe8040af,u_00182,ws_0020,civile,3856,1529,5,false,2026-02-23T21:41:44.517886+00:00
ev_97041850d5c84040,u_00131,ws_0018,civile,1573,655,7,false,2026-03-19T00:12:24.870360+00:00
ev_94228dff7cbc4bdb,u_00144,ws_0018,penale,3331,1404,0,false,2026-02-19T22:49:53.905356+00:00
ev_b5a9b4bfe0864308,u_00620,ws_0074,tributario,4341,1647,5,false,2026-02-15T16:41:58.697756+00:00
ev_00fac2cdd09a42aa,u_00281,ws_0029,amministrativo,5598,2225,6,false,2026-03-13T23:47:40.116645+00:00
ev_a9e636fd31194357,u_00075,ws_0010,lavoro,5283,2346,10,false,2026-03-10T01:12:08.224983+00:00
ev_b5f53af9c89e471b,u_00185,ws_0020,penale,126,296,4,true,2026-04-01T10:58:19.279930+00:00
ev_29d1757786d94c4e,u_00649,ws_0076,civile,2906,1203,6,false,2026-02-11T14:13:11.572361+00:00
ev_04b05b95b3e64c6d,u_00139,ws_0018,lavoro,4144,1760,4,false,2026-03-07T04:22:05.281677+00:00
ev_6fb77ae4bd684b95,u_00478,ws_0056,tributario,1938,860,10,false,2026-03-06T05:17:24.778390+00:00
ev_f482474c68874d7c,u_00073,ws_0010,civile,4189,1725,4,false,2026-03-16T04:57:07.506562+00:00
ev_6b2341fc6f514614,u_00279,ws_0029,civile,3707,1457,3,false,2026-02-22T21:44:58.163497+00:00
ev_c4d7cf320f2b4579,u_00042,ws_0005,civile,1898,825,6,false,2026-02-19T19:48:58.631146+00:00
ev_e701259f16234a82,u_00137,ws_0018,tributario,159,20,7,true,2026-03-24T21:05:47.551608+00:00
ev_c7482ceb4df14972,u_00636,ws_0076,civile,3345,1449,5,false,2026-02-20T23:12:02.681325+00:00
ev_712481edd0504b00,u_00464,ws_0051,amministrativo,4312,1783,5,false,2026-04-10T19:28:10.854669+00:00
ev_da2cedfe81e14770,u_00191,ws_0020,societario,2812,1167,4,false,2026-03-17T01:06:14.233629+00:00
ev_8285cf78657f468c,u_00064,ws_0009,societario,1388,689,4,false,2026-03-12T12:38:23.559833+00:00
ev_02c38af5229343d1,u_00159,ws_0019,tributario,3235,1424,4,false,2026-02-20T23:29:15.600151+00:00
ev_83e343e7a2974dbf,u_00346,ws_0036,civile,2299,971,6,false,2026-02-28T01:51:52.366381+00:00
ev_db6a1379642a4ef5,u_00195,ws_0020,lavoro,3599,1459,7,false,2026-03-22T08:26:50.150169+00:00
ev_00111c7664f34b05,u_00174,ws_0020,civile,4283,1761,10,false,2026-03-15T00:03:37.400076+00:00
ev_a6bcfa150f7346ef,u_00639,ws_0076,civile,1174,494,5,false,2026-03-11T14:43:18.510142+00:00
ev_f8fbe6fdc14844fd,u_00337,ws_0035,tributario,3752,1602,5,false,2026-02-27T11:05:30.134210+00:00
ev_ed05215da7464ecb,u_00685,ws_0078,lavoro,4273,1745,7,false,2026-02-04T16:17:56.041759+00:00
ev_34e9b98cf6544ea8,u_00553,ws_0067,civile,3583,1398,7,false,2026-02-19T07:00:16.172670+00:00
ev_d5caccdcae6a4ead,u_00196,ws_0020,civile,2829,1153,8,false,2026-04-01T03:22:01.934867+00:00
ev_e0ecc0dc62f54921,u_00411,ws_0041,civile,3939,1824,5,false,2026-02-19T23:17:25.143226+00:00
ev_cf3770f6c6f34231,u_00333,ws_0035,civile,2961,1418,2,false,2026-03-25T02:22:13.122241+00:00
ev_4364e7dafa6343db,u_00485,ws_0058,civile,116,102,3,true,2026-02-15T23:50:37.918333+00:00
ev_d90d708dbf9742be,u_00600,ws_0072,lavoro,3816,1500,3,false,2026-03-29T01:38:58.714100+00:00
ev_0aecc761477d4eb0,u_00225,ws_0024,penale,3474,1433,4,false,2026-02-20T01:28:08.488947+00:00
ev_a6c5ccef1bb04745,u_00119,ws_0018,civile,2449,1006,4,false,2026-03-02T23:38:21.463668+00:00
ev_b35d97264f1a44ce,u_00425,ws_0041,tributario,70,20,5,true,2026-04-03T08:25:08.933511+00:00
ev_c6bc65addfaa44c3,u_00602,ws_0072,amministrativo,5708,2465,5,false,2026-02-09T06:15:08.155112+00:00
ev_73fb97b951eb45a2,u_00402,ws_0041,civile,4235,1594,3,false,2026-03-20T20:15:37.138085+00:00
ev_4638657632d3426f,u_00655,ws_0076,civile,3475,1394,6,false,2026-03-07T14:53:25.937491+00:00
ev_e12c693b13074274,u_00552,ws_0067,civile,2082,968,5,false,2026-02-24T08:56:41.139196+00:00
ev_4733cff444f549b5,u_00407,ws_0041,lavoro,181,87,3,true,2026-03-21T02:59:59.101545+00:00
ev_c9956cc6ea984283,u_00142,ws_0018,tributario,3450,1414,5,false,2026-03-16T06:38:24.902044+00:00
ev_ed432081f79e4483,u_00278,ws_0029,civile,4233,1696,7,false,2026-03-17T18:23:54.286186+00:00
ev_5b1af3924e5840d6,u_00117,ws_0017,lavoro,4701,1982,1,false,2026-03-12T07:27:18.506837+00:00
ev_4457140b1a7a4cf0,u_00418,ws_0041,lavoro,4283,1684,5,false,2026-02-24T07:12:53.904008+00:00
ev_5cb153578f5c4cb3,u_00024,ws_0005,penale,4527,1781,7,false,2026-03-06T02:29:54.557936+00:00
ev_ddd3be13bc804a36,u_00493,ws_0060,civile,3846,1375,8,false,2026-04-10T20:46:38.634562+00:00
ev_862810fea6c84970,u_00422,ws_0041,civile,3009,1387,7,false,2026-04-17T18:56:34.227012+00:00
ev_5674d019fb1b4d7c,u_00433,ws_0041,civile,1186,609,4,false,2026-02-26T20:11:18.201390+00:00
ev_a2cdaa460e044cd9,u_00468,ws_0051,civile,170,70,6,true,2026-03-02T17:28:46.205751+00:00
ev_1dc628ee96924010,u_00389,ws_0041,civile,2014,859,5,false,2026-03-25T07:46:13.481294+00:00
ev_ed947bd51b2e4807,u_00677,ws_0077,civile,4553,1612,7,false,2026-02-20T17:08:22.869310+00:00
ev_c2266c3357104e1e,u_00382,ws_0041,lavoro,4266,1735,8,false,2026-02-11T10:09:40.286654+00:00
ev_780bcadf2a27433b,u_00443,ws_0043,lavoro,4915,2112,7,false,2026-03-03T15:07:32.682897+00:00
ev_e1df1f9342654137,u_00509,ws_0061,tributario,4251,1653,6,false,2026-02-12T20:29:24.417473+00:00
ev_72732fbf4e994cb5,u_00039,ws_0005,societario,4719,1730,4,false,2026-02-16T08:12:41.081823+00:00
ev_4f393f6c17304351,u_00133,ws_0018,civile,1459,592,6,false,2026-02-27T23:52:55.422255+00:00
ev_970e1a4a4aa74860,u_00139,ws_0018,lavoro,65,99,2,true,2026-02-20T13:15:29.368277+00:00
ev_84ccd4c10a96441f,u_00183,ws_0020,Tributario,4006,1576,8,false,2026-02-17T16:16:46.432710+00:00
ev_446bdaa5d91245c0,u_00129,ws_0018,lavoro,153,165,9,true,2026-03-03T15:31:38.786966+00:00
ev_95266d12d98f4fdc,u_00364,ws_0036,lavoro,2844,913,1,false,2026-02-22T18:40:31.095236+00:00
ev_a3fecb7620c941a1,u_00172,ws_0020,lavoro,2237,954,8,false,2026-02-18T00:14:11.328066+00:00
ev_e1cfef9a774740e1,u_00347,ws_0036,societario,4776,2022,4,false,2026-02-22T20:20:29.443786+00:00
ev_56d3b677575f43d6,u_00370,ws_0036,societario,3562,1519,6,false,2026-02-09T15:28:51.466474+00:00
ev_070ddebd7d7a4067,u_00608,ws_0072,civile,2306,950,6,false,2026-03-14T01:28:49.076726+00:00
ev_a9d2579c70794e73,u_00623,ws_0074,penale,1395,715,6,false,2026-02-17T00:51:01.140718+00:00
ev_cd90d60511534677,u_00003,ws_0002,LAVORO,29,20,7,true,2026-02-16T13:25:33.695604+00:00
ev_7576c34a95584c05,u_00545,ws_0067,civile,150,147,4,true,2026-03-01T10:55:44.741242+00:00
ev_a2567ed8ebb1485c,u_00202,ws_0020,civile,5787,2351,7,false,2026-02-28T16:38:52.603723+00:00
ev_d933776a62254ea3,u_00254,ws_0027,penale,75,178,5,true,2026-02-13T08:09:04.354256+00:00
ev_27c93ef8a6c24c4d,u_00148,ws_0019,penale,144,194,7,true,2026-02-08T11:23:35.876853+00:00
ev_6baa794b504a49c1,u_00399,ws_0041,societario,4341,1734,6,false,2026-02-26T23:32:57.836984+00:00
ev_1679551d5f3a4059,u_00444,ws_0043,civile,183,111,8,true,2026-02-28T04:52:13.225082+00:00
ev_55070d0b7ed6494d,u_00087,ws_0016,penale,1955,752,5,false,2026-02-09T19:00:40.086059+00:00
ev_64f8b854be604189,u_00053,ws_0008,lavoro,4222,1629,5,false,2026-02-12T03:37:31.160724+00:00
ev_894bffc3166a40cd,u_00016,ws_0004,civile,4040,1403,4,false,2026-03-27T04:16:47.396326+00:00
ev_1da81844a2bd48bd,u_00531,ws_0066,lavoro,26,20,6,true,2026-02-24T03:06:32.046094+00:00
ev_1761237b1b9f4ebb,u_00041,ws_0005,lavoro,4386,1637,6,false,2026-02-02T02:04:59.666821+00:00
ev_5491ca962a224be6,u_00282,ws_0029,societario,4583,1792,5,false,2026-02-20T22:57:06.459089+00:00
ev_00b4a7e8dffa418b,u_00542,ws_0066,civile,140,78,6,true,2026-02-04T11:16:56.793971+00:00
ev_fb7ae294761e43a2,u_00433,ws_0041,penale,2188,1052,4,false,2026-03-20T02:31:17.146771+00:00
ev_848d044f0e4f4e46,u_00012,ws_0004,civile,111,105,7,true,2026-02-25T10:07:58.278141+00:00
ev_08849c3f2fa74a80,u_00135,ws_0018,lavoro,3349,1335,5,false,2026-02-21T06:24:59.566775+00:00
ev_962f290269384462,u_00130,ws_0018,societario,3000,1164,0,false,2026-03-14T08:57:47.392466+00:00
ev_f2dbd7ee0298472b,u_00562,ws_0068,lavoro,1778,815,10,false,2026-03-24T11:40:21.205576+00:00
ev_f4287e41bf9947c0,u_00292,ws_0029,civile,3006,1046,7,false,2026-03-21T00:06:50.548349+00:00
ev_f0a429cb9780407d,u_00195,ws_0020,LAVORO,3071,1125,6,false,2026-02-15T08:34:12.402099+00:00
ev_e48f2ccc78714621,u_00162,ws_0020,civile,3322,1372,8,false,2026-02-19T00:00:22.202895+00:00
ev_914d309281f24cab,u_00503,ws_0061,penale,101,20,3,true,2026-02-18T10:14:58.043923+00:00
ev_57d9f29a8a674f93,u_00039,ws_0005,civile,861,432,6,false,2026-02-23T08:45:10.959688+00:00
ev_f9016bc6e9bb466b,u_00107,ws_0017,civile,1708,882,6,false,2026-03-12T19:42:15.209452+00:00
ev_9ba7ffe53a0d4448,u_00089,ws_0017,civile,3979,1623,9,false,2026-03-06T13:29:37.836027+00:00
ev_37683f41d08542ae,u_00435,ws_0041,societario,1177,581,3,false,2026-02-21T05:28:01.215615+00:00
ev_a217d12fdd454e7a,u_00296,ws_0029,societario,3733,1327,6,false,2026-03-20T00:31:44.397035+00:00
ev_7dd7fef56eec4f34,u_00229,ws_0024,amministrativo,107,116,7,true,2026-02-12T16:18:03.233229+00:00
ev_cc8630a607cb4693,u_00145,ws_0018,civile,3218,1343,6,false,2026-03-25T03:54:24.865383+00:00
ev_6afcf9b409014723,u_00135,ws_0018,lavoro,3757,1494,3,false,2026-02-26T03:16:57.493250+00:00
ev_eacc8cf11b4a44f9,u_00182,ws_0020,civile,1202,627,5,false,2026-02-23T16:34:10.483224+00:00
ev_71c09303b9424d3b,u_00153,ws_0019,tributario,2827,1284,3,false,2026-02-20T19:49:22.007756+00:00
ev_950e1c0257224d2a,u_00295,ws_0029,societario,1967,897,7,false,2026-03-07T11:54:58.507800+00:00
ev_42aba2fe14424081,u_00025,ws_0005,tributario,3444,1417,5,false,2026-03-06T14:16:07.815241+00:00
ev_11114342b66f4106,u_00239,ws_0025,lavoro,1302,452,5,false,2026-03-15T14:33:14.145864+00:00
ev_91131fc3bef14943,u_00424,ws_0041,civile,2640,925,6,false,2026-04-10T05:01:06.623558+00:00
ev_0035bec0c53f4add,u_00130,ws_0018,civile,4177,1659,4,false,2026-03-21T02:49:57.726995+00:00
ev_bbf2466cf8884cd0,u_00044,ws_0005,civile,1875,990,3,false,2026-02-22T22:09:14.682864+00:00
ev_3a83297e4cad4e22,u_00387,ws_0041,civile,3329,1212,4,false,2026-03-04T18:05:04.310445+00:00
ev_7f4d675397e7431c,u_00097,ws_0017,tributario,3780,1533,4,false,2026-03-27T01:09:49.023204+00:00
ev_2252eb53af10417b,u_00021,ws_0005,lavoro,2365,922,9,false,2026-02-18T00:24:49.143643+00:00
ev_ddfaa10874734efd,u_00106,ws_0017,civile,6764,2880,7,false,2026-02-11T17:58:55.883495+00:00
ev_e2593dad29da4d9d,u_00638,ws_0076,societario,4175,1709,5,false,2026-02-15T17:18:38.984750+00:00
ev_22f4cf3f19f7479e,u_00466,ws_0051,lavoro,3989,1899,5,false,2026-02-05T13:38:50.559706+00:00
ev_2ae43ef121134c3a,u_00441,ws_0043,lavoro,2467,942,2,false,2026-03-15T11:33:02.593951+00:00
ev_df7a8f4fe34a4673,u_00415,ws_0041,civile,4835,1991,6,false,2026-03-28T01:45:58.538347+00:00
ev_f404f87367b44c26,u_00123,ws_0018,amministrativo,149,20,5,true,2026-03-08T06:50:30.216451+00:00
ev_4cb23b972f7545b5,u_00276,ws_0029,societario,3122,1410,4,false,2026-02-23T19:12:45.506089+00:00
ev_758a0ad54f2549f0,u_00271,ws_0029,penale,167,20,7,true,2026-02-03T03:15:04.958983+00:00
ev_be66e6ea482c429e,u_00268,ws_0029,societario,2427,879,5,false,2026-03-06T20:46:24.857364+00:00
ev_fede59cddca34833,u_00103,ws_0017,civile,252,139,4,true,2026-04-04T06:53:36.567346+00:00
ev_d1e4cebca02949a8,u_00296,ws_0029,civile,1250,505,2,false,2026-02-25T03:52:54.832068+00:00
ev_3f59ecfac6df42ad,u_00120,ws_0018,lavoro,3979,1724,5,false,2026-02-17T20:20:07.159587+00:00
ev_0b6fa34237b74607,u_00122,ws_0018,lavoro,4449,1802,4,false,2026-02-26T07:57:37.208876+00:00
ev_cb55173b03884f75,u_00562,ws_0068,civile,2777,1111,7,false,2026-03-24T20:11:08.552483+00:00
